Cliente,Recencia,Frecuencia,Monto,Sexo,GSE,Edad
5353,2,7,194.978,FEM,E,44
5354,1,4,49.655,MAS,ABC1,44
5355,1,3,20.181,FEM,E,44
5356,1,8,229.29,MAS,D,43
5357,1,12,429.231,MAS,ABC1,44
5358,4,4,38.898,FEM,E,43
5359,1,11,380.634,MAS,D,45
5360,1,9,137.528,MAS,C3,43
5361,1,10,478.922,MAS,C2,43
5362,1,11,172.383,MAS,C3,43
5363,1,8,238.586,MAS,C3,47
5364,6,2,7.624,FEM,C3,43
5365,2,8,183.633,MAS,C3,44
5366,1,4,47.613,MAS,ABC1,42
5367,1,12,1549.58,FEM,ABC1,43
5368,9,2,17.878,MAS,C3,
5369,1,12,578.117,FEM,D,44
5370,1,7,82.838,MAS,ABC1,43
5371,1,3,37.639,MAS,E,42
5372,2,2,47.683,FEM,D,43
5373,2,11,1493.318,MAS,C2,42
5374,3,6,67.988,FEM,C3,44
5375,6,4,20.933,MAS,D,44
5376,5,2,108.09,FEM,D,43
5377,1,11,130.006,MAS,D,42
5378,1,10,176.834,MAS,ABC1,43
5379,2,4,36.258,MAS,C3,43
5380,1,5,85.927,FEM,C3,44
5381,1,10,453.12,FEM,C2,43
5382,1,5,99.224,MAS,C3,46
5383,1,11,678.579,MAS,ABC1,46
5384,4,6,63.167,MAS,D,46
5385,3,3,9.492,MAS,C3,45
5386,1,12,371.705,MAS,C3,44
5387,1,10,280.428,FEM,C3,45
5388,1,8,257.072,FEM,E,45
5389,1,4,150.457,MAS,E,44
5390,5,4,31.018,FEM,E,44
5391,9,2,1.844,FEM,ABC1,45
5392,1,11,223.345,FEM,C3,45
5393,2,6,124.166,FEM,E,45
5394,4,1,1.492,FEM,,45
5395,1,5,115.45,MAS,C3,46
5396,3,4,176.41,FEM,D,46
5397,1,9,96.514,MAS,ABC1,45
5398,1,7,152.297,FEM,D,46
5399,1,5,108.248,FEM,C3,44
5400,1,12,730.132,MAS,C3,44
5401,1,4,85.665,FEM,E,45
5402,2,3,105.796,FEM,D,45
5403,4,3,46.543,MAS,D,46
5404,1,5,48.158,FEM,C3,45
5405,1,7,159.219,FEM,C3,45
5406,1,8,137.339,MAS,C3,44
5407,1,10,1022.966,FEM,C2,47
5408,1,6,51.437,FEM,C3,45
5409,1,5,267.438,FEM,D,45
5410,2,11,248.738,FEM,E,46
5411,1,7,130.394,FEM,E,45
5412,1,5,116.26,MAS,C3,46
5413,12,1,12.32,FEM,C3,46
5414,1,7,602.513,MAS,C3,46
5415,1,8,266.248,FEM,C3,45
5416,1,12,383.927,MAS,D,46
5417,2,9,203.899,MAS,C3,44
5418,1,3,18.138,MAS,C2,45
5419,1,4,76.092,MAS,D,44
5420,1,10,140.529,MAS,C3,45
5421,5,2,29.366,MAS,D,45
5422,3,2,2.131,FEM,C3,43
5423,1,11,72.166,FEM,C3,44
5424,5,5,38.509,FEM,E,44
5425,1,11,428.83,FEM,C3,43
5426,1,12,808.554,MAS,D,44
5427,1,7,346.472,FEM,C3,49
5428,5,5,91.448,MAS,C3,45
5429,1,6,260.956,MAS,D,44
5430,3,2,7.162,MAS,C3,45
5431,1,7,84.061,FEM,ABC1,45
5432,1,12,252.328,MAS,C3,45
5433,3,2,7.986,MAS,C2,45
5434,2,9,224.171,MAS,ABC1,45
5435,1,12,704.113,MAS,C3,43
5436,2,1,9.061,FEM,D,46
5437,6,3,32.349,MAS,D,
5438,1,5,207.642,MAS,C3,44
5439,1,6,33.913,FEM,C3,44
5440,5,2,39.017,FEM,C3,44
5441,4,2,15.773,FEM,D,44
5442,9,3,49.657,FEM,E,43
5443,1,9,307.15,FEM,C3,43
5444,1,3,53.874,FEM,D,43
5445,3,4,74.924,FEM,D,43
5446,2,10,173.156,MAS,D,43
5447,2,2,23.919,FEM,C3,43
5448,2,7,216.291,MAS,ABC1,42
5449,1,5,94.538,MAS,E,43
5450,1,11,251.272,FEM,,43
5451,1,12,239.221,MAS,D,43
5452,1,9,76.532,MAS,E,42
5453,1,10,182.374,FEM,D,44
5454,1,10,109.709,MAS,C2,43
5455,1,5,88.428,MAS,D,43
5456,3,7,229.67,FEM,C3,42
5457,12,1,5.101,FEM,E,49
5458,1,11,472.457,FEM,C3,42
5459,2,1,0.832,FEM,C3,44
5460,1,8,180.554,FEM,C2,44
5461,7,1,4.342,MAS,E,44
5462,1,12,467.131,FEM,C3,44
5463,1,9,261.045,FEM,D,44
5464,4,2,19.444,FEM,D,46
5465,1,6,68.559,MAS,C3,44
5466,4,3,48.274,FEM,D,46
5467,1,5,56.56,FEM,C3,44
5468,4,3,52.944,MAS,D,45
5469,3,2,14.284,FEM,C3,46
5470,6,5,42.069,FEM,E,44
5471,1,4,66.221,FEM,D,46
5472,1,12,551.338,FEM,C3,44
5473,1,3,54.83,FEM,C3,41
5474,1,9,248.713,FEM,D,43
5475,5,4,134.913,MAS,D,46
5476,1,10,133.575,MAS,E,48
5477,1,9,207.004,MAS,C3,38
5478,6,4,80.482,FEM,C3,43
5479,2,4,35.976,FEM,E,47
5480,1,3,21.934,MAS,C3,42
5481,1,12,459.457,MAS,C3,45
5482,1,7,63.551,FEM,C3,44
5483,1,4,17.632,FEM,C3,46
5484,2,4,29.189,MAS,E,46
5485,1,9,315.224,MAS,C2,44
5486,1,6,105.361,MAS,C3,44
5487,3,5,49.898,FEM,D,46
5488,1,4,57.369,FEM,E,47
5489,1,3,30.224,FEM,C3,44
5490,1,5,59.318,FEM,C3,45
5491,1,6,137.257,FEM,C3,44
5492,3,5,119.253,FEM,E,45
5493,3,1,13.668,FEM,E,46
5494,3,6,89.766,FEM,D,46
5495,1,9,109.438,MAS,C3,47
5496,1,8,187.655,FEM,C3,46
5497,10,2,41.685,MAS,C3,45
5498,1,5,176.67,FEM,E,45
5499,2,5,40.697,MAS,D,47
5500,1,12,781.67,FEM,C3,44
5501,1,12,300.994,FEM,D,43
5502,2,8,236.039,FEM,C3,44
5503,1,12,359.529,FEM,D,45
5504,5,5,152.989,MAS,C3,44
5505,1,12,1036.401,MAS,E,45
5506,1,12,372.28,MAS,D,44
5507,1,6,84.223,FEM,E,45
5508,1,5,60.64,MAS,E,45
5509,1,7,99.958,MAS,C3,45
5510,1,1,16.809,FEM,,45
5511,5,5,27.563,FEM,C3,44
5512,2,3,52.236,FEM,C3,44
5513,3,4,17.454,FEM,C3,45
5514,1,12,108.551,FEM,C3,44
5515,1,7,132.153,MAS,C3,44
5516,1,8,416.839,FEM,E,45
5517,1,12,990.966,FEM,C3,44
5518,2,10,119.248,FEM,C3,44
5519,1,9,137.512,FEM,D,42
5520,1,4,29.793,FEM,D,43
5521,3,7,77.614,FEM,D,41
5522,1,8,512.696,FEM,ABC1,43
5523,1,7,140.128,MAS,E,42
5524,12,1,2.835,FEM,E,43
5525,1,11,227.685,MAS,C3,43
5526,1,7,93.081,FEM,E,41
5527,1,9,62.634,MAS,D,42
5528,2,1,8.992,FEM,C2,41
5529,1,12,617.218,MAS,C3,42
5530,3,6,129.297,FEM,D,41
5531,7,1,8.008,FEM,E,42
5532,1,10,158.476,FEM,D,42
5533,1,9,318.719,FEM,C3,42
5534,3,2,5.696,FEM,C3,42
5535,2,5,38.702,FEM,E,41
5536,1,10,307.049,FEM,C3,41
5537,1,4,81.557,FEM,D,42
5538,1,4,73.723,MAS,C2,52
5539,1,11,255.593,FEM,C3,45
5540,5,1,1.235,MAS,D,42
5541,1,9,219.707,MAS,C3,49
5542,12,1,16.21,FEM,C3,49
5543,2,2,34.4,MAS,ABC1,49
5544,1,10,154.097,MAS,ABC1,45
5545,4,5,46.25,FEM,E,48
5546,1,12,635.747,FEM,C3,43
5547,2,2,20.447,MAS,ABC1,44
5548,1,12,881.025,MAS,D,35
5549,1,10,352.94,MAS,D,50
5550,4,2,11.496,MAS,E,84
5551,1,7,174.44,MAS,D,49
5552,1,3,37.045,FEM,C3,49
5553,1,12,188.562,MAS,C3,43
5554,1,9,291.72,FEM,ABC1,49
5555,2,1,78.015,FEM,C3,43
5556,4,2,25.113,MAS,D,46
5557,2,5,72.739,FEM,E,46
5558,1,11,291.07,MAS,C3,46
5559,12,1,29.779,FEM,C3,46
5560,1,10,214.38,MAS,C3,46
5561,1,6,56.14,FEM,E,49
5562,3,4,7.624,MAS,E,45
5563,2,5,100.897,FEM,E,44
5564,12,1,35.739,FEM,C3,44
5565,7,2,23.806,MAS,C3,44
5566,1,9,143.676,FEM,C3,45
5567,4,6,207.727,FEM,C3,45
5568,1,8,253.566,FEM,,46
5569,7,5,78.009,MAS,C2,46
5570,3,3,44.248,FEM,C3,45
5571,1,6,11.125,MAS,C3,46
5572,6,2,30.934,FEM,D,46
5573,1,10,212.304,FEM,E,46
5574,1,2,9.908,MAS,D,45
5575,12,1,0.992,MAS,D,45
5576,1,9,83.597,FEM,D,46
5577,1,8,246.248,MAS,E,45
5578,1,8,298.449,FEM,D,44
5579,3,8,190.588,FEM,D,44
5580,1,11,360.284,MAS,C3,45
5581,11,1,3.933,MAS,C3,44
5582,7,1,2.681,FEM,D,43
5583,1,4,99.46,FEM,ABC1,45
5584,1,11,400.317,FEM,C2,45
5585,3,10,185.466,FEM,D,44
5586,2,8,163.129,MAS,C3,43
5587,5,3,26.13,FEM,C3,44
5588,1,6,37.155,FEM,C2,43
5589,1,11,126.681,FEM,D,44
5590,1,4,84.848,FEM,C3,45
5591,1,2,30.791,FEM,D,44
5592,1,11,248.392,MAS,D,45
5593,6,1,6.516,FEM,C3,45
5594,7,3,20.745,FEM,C3,43
5595,1,7,110.933,FEM,C2,43
5596,1,10,258.1,FEM,C3,42
5597,1,7,195.79,FEM,ABC1,44
5598,1,4,34.074,MAS,ABC1,43
5599,1,8,173.141,MAS,C2,42
5600,1,8,202.057,MAS,C3,42
5601,1,6,58.937,FEM,D,43
5602,7,3,29.955,FEM,D,43
5603,6,6,336.34,FEM,C3,44
5604,5,3,12.545,MAS,C3,43
5605,6,4,69.896,MAS,D,44
5606,1,11,469.778,FEM,E,43
5607,1,7,59.028,FEM,D,42
5608,1,6,113.878,MAS,C3,43
5609,3,4,75.484,FEM,E,43
5610,1,5,135.492,MAS,D,43
5611,1,6,162.262,FEM,D,43
5612,1,4,55.156,FEM,E,42
5613,1,4,98.681,FEM,C3,42
5614,1,8,170.655,MAS,C3,42
5615,1,1,4.776,FEM,,44
5616,1,1,11.567,FEM,D,46
5617,11,1,7.723,MAS,C2,44
5618,3,5,60.972,FEM,E,42
5619,2,8,55.267,FEM,E,49
5620,1,6,38.092,FEM,,42
5621,3,3,23.066,MAS,D,49
5622,4,5,43.593,MAS,D,48
5623,1,9,193.112,FEM,C3,37
5624,2,5,23.618,MAS,C3,50
5625,1,7,119.412,FEM,ABC1,38
5626,1,5,37.777,FEM,E,51
5627,1,8,57.118,FEM,E,48
5628,5,3,58.294,MAS,D,52
5629,2,6,670.493,FEM,C3,47
5630,1,12,839.331,FEM,D,38
5631,12,1,3.395,FEM,C3,48
5632,1,9,106.154,FEM,E,48
5633,7,4,37.669,MAS,C3,49
5634,5,1,0.957,FEM,D,44
5635,3,1,31.821,MAS,C3,49
5636,3,1,2.092,FEM,C3,50
5637,1,4,64.123,FEM,C2,46
5638,3,3,58.13,MAS,D,45
5639,2,2,59.725,FEM,C3,46
5640,1,9,139.042,MAS,C3,44
5641,1,5,45.858,FEM,D,45
5642,1,5,16.668,FEM,D,44
5643,1,12,520.55,MAS,C3,45
5644,10,2,27.966,FEM,D,45
5645,1,4,83.119,MAS,C3,45
5646,7,1,4.161,MAS,D,44
5647,1,11,311.218,MAS,ABC1,46
5648,1,9,66.803,FEM,E,46
5649,1,12,970.727,MAS,C3,44
5650,2,10,132.798,MAS,C3,45
5651,5,1,21.133,MAS,ABC1,45
5652,1,3,12.076,MAS,C2,45
5653,1,7,184.651,FEM,C3,46
5654,3,3,46.129,MAS,C3,45
5655,1,9,357.934,FEM,ABC1,44
5656,2,3,36.12,FEM,C2,44
5657,12,1,6.799,FEM,C3,50
5658,1,10,29.486,MAS,D,49
5659,5,4,34.896,MAS,D,48
5660,1,6,183.906,FEM,D,49
5661,1,10,179.08,FEM,D,49
5662,2,5,12.798,MAS,C3,48
5663,1,8,221.278,MAS,C3,49
5664,1,7,172.904,FEM,C2,49
5665,3,3,48.328,FEM,E,49
5666,2,11,295.223,MAS,E,50
5667,1,7,119.624,FEM,C3,48
5668,1,11,351.326,MAS,C3,50
5669,6,1,21.664,FEM,D,50
5670,1,5,26.161,FEM,D,48
5671,5,6,147.548,FEM,C3,49
5672,3,2,44.11,FEM,C3,50
5673,12,1,15.487,MAS,E,48
5674,3,6,37.347,FEM,E,49
5675,9,1,3.694,FEM,D,49
5676,1,10,545.188,FEM,C3,49
5677,2,4,51.826,MAS,C3,48
5678,1,2,35.676,FEM,E,48
5679,2,2,20.846,FEM,D,48
5680,4,4,57.039,FEM,ABC1,47
5681,1,3,14.067,FEM,E,48
5682,1,4,64.964,MAS,C3,47
5683,2,5,18.964,FEM,ABC1,49
5684,1,7,103.236,FEM,C3,48
5685,1,2,26.019,FEM,E,48
5686,4,2,8.294,MAS,D,49
5687,3,3,26.471,MAS,C3,48
5688,1,9,196.838,FEM,C3,48
5689,2,4,30.871,FEM,C3,48
5690,1,1,4.017,,E,
5691,1,9,130.562,FEM,C3,48
5692,2,6,50.896,MAS,C3,48
5693,1,1,16.202,MAS,E,47
5694,1,11,433.982,FEM,ABC1,48
5695,1,3,87.162,MAS,C3,48
5696,1,4,25.561,FEM,C3,46
5697,1,5,100.98,FEM,E,47
5698,1,5,87.849,FEM,D,47
5699,1,4,51.491,FEM,D,47
5700,5,3,18.58,FEM,D,47
5701,7,1,12.588,FEM,C3,47
5702,1,3,66.508,MAS,C3,48
5703,6,2,11.092,MAS,C3,47
5704,1,10,95.257,MAS,E,46
5705,1,7,386.152,FEM,D,50
5706,3,3,17.731,,,
5707,4,2,13.307,MAS,C3,48
5708,1,3,34.729,FEM,D,46
5709,6,4,21.654,FEM,D,46
5710,2,8,102.815,MAS,C3,47
5711,1,12,472.684,MAS,C3,47
5712,1,4,70.497,FEM,C3,47
5713,2,4,22.013,MAS,E,47
5714,2,4,24.874,FEM,ABC1,48
5715,5,1,2.412,,E,
5716,5,2,24.666,FEM,C2,48
5717,1,2,21.246,MAS,C2,48
5718,2,3,73.841,MAS,C2,46
5719,1,6,298.526,MAS,ABC1,47
5720,3,4,43.375,MAS,D,49
5721,1,6,96.167,MAS,ABC1,47
5722,2,1,2.933,MAS,C3,47
5723,2,6,33.525,FEM,C3,48
5724,10,1,9.308,MAS,D,46
5725,1,7,129.648,FEM,E,47
5726,4,1,2.912,MAS,C3,47
5727,1,3,45.754,FEM,ABC1,47
5728,2,3,26.509,MAS,C3,47
5729,2,2,50.153,MAS,C3,49
5730,1,12,155.964,FEM,D,48
5731,2,4,50.471,FEM,D,47
5732,1,9,91.345,FEM,D,48
5733,1,6,119.913,FEM,D,47
5734,2,1,4.947,MAS,C3,47
5735,9,3,32.788,MAS,E,48
5736,1,3,158.185,FEM,C3,48
5737,1,3,23.371,MAS,D,48
5738,1,8,72.349,FEM,E,47
5739,5,1,4.25,MAS,ABC1,48
5740,2,5,45.308,FEM,C3,49
5741,1,3,17.235,MAS,D,48
5742,1,12,871.318,MAS,C3,47
5743,8,1,31.208,FEM,C3,48
5744,4,6,135.939,MAS,C3,48
5745,1,10,331.903,MAS,E,47
5746,1,1,8.524,,,
5747,1,4,307.427,FEM,E,49
5748,2,2,35.891,FEM,D,48
5749,1,12,133.335,MAS,C3,48
5750,1,7,38.681,FEM,E,49
5751,3,1,15.921,FEM,D,48
5752,2,11,585.689,FEM,D,48
5753,4,2,18.345,FEM,ABC1,48
5754,2,11,242.914,FEM,E,48
5755,1,10,389.827,FEM,C3,47
5756,1,12,488.285,FEM,E,49
5757,1,6,355.823,FEM,E,48
5758,1,9,131.717,FEM,C3,47
5759,2,3,61.429,MAS,D,49
5760,1,10,462.378,FEM,D,47
5761,1,11,1563.883,MAS,C2,48
5762,3,1,11.101,FEM,E,48
5763,3,1,23.474,FEM,ABC1,49
5764,1,6,208.61,FEM,ABC1,47
5765,2,5,141.276,FEM,C3,49
5766,3,5,36.2,MAS,C3,48
5767,3,3,54.712,FEM,E,48
5768,1,12,2263.524,FEM,D,47
5769,1,6,179.481,FEM,C3,48
5770,3,8,123.461,MAS,C3,47
5771,2,4,58.065,MAS,C3,47
5772,1,3,66.282,MAS,E,46
5773,9,1,12.445,FEM,C3,48
5774,6,4,22.976,MAS,C3,50
5775,1,12,304.905,FEM,C3,48
5776,1,8,114.034,MAS,C3,48
5777,1,9,168.896,FEM,E,48
5778,6,2,9.504,FEM,E,46
5779,1,5,116.664,FEM,E,47
5780,1,6,80.408,MAS,C3,46
5781,1,4,23.84,FEM,C3,47
5782,2,5,102.981,FEM,D,48
5783,1,5,68.585,MAS,C3,47
5784,2,2,21.861,FEM,D,46
5785,1,6,53.144,MAS,D,46
5786,2,4,122.407,FEM,C3,46
5787,1,12,805.097,FEM,ABC1,46
5788,7,5,34.119,FEM,D,47
5789,3,4,21.13,MAS,C3,48
5790,3,2,35.98,FEM,D,46
5791,2,7,43.118,FEM,D,51
5792,1,11,209.704,MAS,E,36
5793,1,4,37.692,FEM,C3,54
5794,3,1,12.385,MAS,ABC1,50
5795,1,10,154.005,FEM,C3,44
5796,4,2,18.294,MAS,C3,50
5797,4,3,23.126,FEM,C3,53
5798,1,3,13.574,FEM,C3,53
5799,1,12,413.039,FEM,D,43
5800,2,2,20.555,MAS,D,49
5801,3,2,7.521,FEM,C3,55
5802,4,5,63.405,MAS,D,49
5803,10,1,1.613,MAS,,52
5804,2,3,83.021,MAS,C3,38
5805,1,3,21.099,FEM,ABC1,50
5806,8,1,3.227,MAS,D,51
5807,1,7,158.75,FEM,C3,49
5808,1,9,61.802,FEM,C3,52
5809,1,7,204.639,MAS,ABC1,48
5810,1,2,30.454,MAS,D,51
5811,1,12,536.397,MAS,E,37
5812,1,3,19.955,FEM,C3,51
5813,1,12,746.233,FEM,E,40
5814,2,5,86.461,MAS,C3,39
5815,2,5,31.914,FEM,E,45
5816,1,10,287.506,FEM,C3,38
5817,1,2,21.762,MAS,ABC1,48
5818,1,11,452.255,MAS,C3,49
5819,1,4,42.233,FEM,ABC1,49
5820,1,5,51.508,FEM,C2,52
5821,1,9,85.812,MAS,D,49
5822,1,6,151.901,FEM,E,55
5823,1,4,52.725,FEM,C3,53
5824,1,6,68.822,FEM,C3,48
5825,1,4,39.58,FEM,C3,53
5826,1,2,52.393,MAS,,53
5827,1,7,57.274,MAS,E,47
5828,3,1,8.126,MAS,C3,49
5829,1,8,101.06,MAS,D,52
5830,1,10,432.453,MAS,ABC1,50
5831,1,9,339.266,FEM,C3,54
5832,1,2,47.298,FEM,C3,52
5833,2,3,22.009,FEM,C3,53
5834,2,8,93.604,FEM,D,55
5835,1,2,21.365,FEM,D,53
5836,1,7,48.971,FEM,C3,54
5837,12,1,14.866,FEM,D,50
5838,1,8,95.106,MAS,D,52
5839,1,6,175.282,MAS,C3,51
5840,3,5,109.446,FEM,E,48
5841,1,10,171.287,FEM,D,53
5842,1,12,406.224,MAS,C3,49
5843,1,5,51.41,MAS,C2,50
5844,6,5,32.849,FEM,E,48
5845,1,1,10.244,MAS,D,53
5846,3,2,30.592,MAS,C3,52
5847,1,4,33.165,FEM,ABC1,53
5848,1,9,283.618,FEM,E,50
5849,6,1,9.092,FEM,C3,53
5850,6,3,23.03,MAS,,53
5851,1,1,7.555,FEM,E,52
5852,5,4,98.182,FEM,E,52
5853,3,3,32.706,MAS,C3,53
5854,2,4,91.403,MAS,C3,51
5855,1,12,744.482,FEM,C3,50
5856,5,1,18.559,MAS,E,47
5857,1,4,131.219,MAS,E,51
5858,1,9,414.403,MAS,ABC1,52
5859,1,8,116.09,FEM,E,52
5860,1,12,612.801,MAS,C3,51
5861,1,11,342.396,MAS,C3,53
5862,4,5,74.368,FEM,C3,52
5863,1,12,508.25,FEM,D,50
5864,2,2,20.661,FEM,E,52
5865,2,10,117.309,MAS,D,51
5866,1,3,54.764,FEM,E,47
5867,1,9,139.183,FEM,E,51
5868,2,4,262.586,FEM,ABC1,52
5869,1,8,280.431,MAS,ABC1,47
5870,1,6,98.133,FEM,D,48
5871,2,1,3.782,FEM,ABC1,52
5872,10,1,6.509,MAS,D,50
5873,1,11,404.902,FEM,C3,53
5874,1,10,422.798,FEM,ABC1,50
5875,1,12,474.679,FEM,C3,51
5876,3,7,34.669,FEM,,53
5877,2,7,194.45,FEM,ABC1,53
5878,1,12,692.113,MAS,ABC1,49
5879,1,10,72.056,FEM,C3,50
5880,5,4,15.697,FEM,E,53
5881,1,11,617.252,FEM,ABC1,38
5882,10,2,31.855,FEM,C3,49
5883,1,12,507.165,FEM,C3,52
5884,1,7,116.934,MAS,C3,52
5885,1,10,116.574,FEM,D,50
5886,1,10,525.828,FEM,C3,43
5887,3,4,267.838,MAS,ABC1,49
5888,1,4,78.886,MAS,C3,54
5889,2,3,28.571,FEM,D,51
5890,2,4,19.65,MAS,,42
5891,1,10,226.642,FEM,C2,51
5892,1,5,14.938,MAS,D,53
5893,1,12,950.026,FEM,ABC1,52
5894,10,3,43.119,MAS,D,52
5895,1,5,87.377,MAS,D,53
5896,5,3,22.282,FEM,D,50
5897,3,6,38.417,MAS,C3,51
5898,9,1,6.706,FEM,ABC1,43
5899,1,6,89.719,FEM,D,54
5900,1,12,360.18,MAS,D,51
5901,1,9,288.857,FEM,E,55
5902,2,4,33.807,FEM,C3,47
5903,2,6,23.428,FEM,E,44
5904,1,12,450.106,MAS,C3,51
5905,1,12,280.339,MAS,E,52
5906,2,7,141.345,FEM,D,51
5907,2,3,22.724,FEM,D,47
5908,1,4,316.661,FEM,C3,48
5909,1,5,104.819,MAS,C3,51
5910,2,2,7.546,FEM,D,53
5911,1,4,19.933,FEM,E,54
5912,11,1,16.245,FEM,C3,54
5913,1,1,44.947,MAS,,54
5914,2,9,344.42,FEM,D,52
5915,1,10,574.568,FEM,C3,51
5916,5,1,20.54,MAS,ABC1,45
5917,2,4,49.483,MAS,C3,52
5918,1,12,899.506,FEM,C3,53
5919,1,7,119.217,FEM,C3,51
5920,3,1,10.841,FEM,D,56
5921,2,2,2.559,MAS,C3,52
5922,2,3,101.419,FEM,C3,52
5923,1,4,90.281,FEM,C3,54
5924,1,11,415.843,MAS,C3,48
5925,4,1,14.429,FEM,D,49
5926,2,2,14.542,FEM,D,51
5927,1,8,99.605,MAS,D,52
5928,1,8,139.986,MAS,C3,52
5929,1,7,90.446,FEM,C3,50
5930,1,3,30.458,MAS,C3,51
5931,3,1,5.816,MAS,C3,48
5932,6,1,6.597,FEM,D,52
5933,1,8,241.038,FEM,ABC1,40
5934,3,6,97.181,FEM,C3,48
5935,1,9,169.634,MAS,D,50
5936,2,9,51.393,FEM,D,47
5937,1,10,92.069,FEM,D,48
5938,1,9,172.615,FEM,D,50
5939,1,12,1832.082,FEM,C3,53
5940,2,5,114.792,MAS,ABC1,51
5941,1,6,121.186,MAS,D,50
5942,2,2,4.034,MAS,C3,50
5943,1,11,242.213,MAS,D,52
5944,1,7,287.046,MAS,D,38
5945,1,2,8.929,FEM,D,52
5946,1,5,67.013,MAS,C3,51
5947,1,12,601.599,MAS,C3,53
5948,1,12,391.626,FEM,D,46
5949,1,2,41.08,MAS,C2,50
5950,8,1,7.231,FEM,E,53
5951,1,4,109.782,MAS,C3,46
5952,1,9,179.158,FEM,C3,49
5953,1,4,79.047,FEM,ABC1,50
5954,1,6,149.961,MAS,D,53
5955,1,3,54.55,MAS,C3,52
5956,1,12,223.026,FEM,C3,51
5957,2,2,37.913,FEM,D,52
5958,1,10,150.477,FEM,D,51
5959,9,3,84.742,FEM,D,47
5960,10,1,6.618,FEM,C3,50
5961,2,2,8.879,MAS,D,50
5962,1,11,425.635,MAS,C2,48
5963,5,3,71.864,MAS,C3,38
5964,3,4,30.855,MAS,C3,51
5965,2,8,330.541,MAS,C2,49
5966,1,7,108.289,FEM,D,52
5967,12,1,2,MAS,E,52
5968,1,7,349.087,FEM,C3,38
5969,1,4,55.424,FEM,C3,49
5970,2,10,150.403,FEM,C3,54
5971,1,11,548.081,MAS,C3,49
5972,1,2,193.558,FEM,C3,55
5973,1,3,44.963,FEM,,52
5974,1,11,178.729,FEM,C3,47
5975,5,2,13.421,MAS,D,51
5976,1,10,232.71,MAS,C3,52
5977,1,12,668.709,MAS,C3,39
5978,1,5,45.655,FEM,E,49
5979,2,5,19.493,MAS,D,51
5980,1,8,254.588,MAS,D,52
5981,1,2,13.117,FEM,C3,52
5982,7,1,32.024,FEM,D,53
5983,10,1,14.503,MAS,C2,51
5984,1,4,73.471,MAS,C3,52
5985,1,5,119.058,FEM,D,52
5986,1,8,338.694,FEM,E,51
5987,2,6,118.808,MAS,E,52
5988,1,12,578.079,FEM,C3,50
5989,1,10,305.833,FEM,C3,49
5990,2,3,37.036,FEM,C3,54
5991,7,1,2.504,MAS,C3,55
5992,1,11,617.824,FEM,C2,45
5993,8,1,2.396,MAS,C2,52
5994,1,6,92.343,FEM,D,54
5995,1,12,401.724,MAS,D,40
5996,1,6,135.749,FEM,C3,53
5997,1,1,16.8,FEM,E,43
5998,9,1,26.807,MAS,D,51
5999,1,10,135.934,MAS,C3,52
6000,1,2,20.277,FEM,,55
6001,1,9,139.11,FEM,C2,47
6002,2,5,117.546,FEM,C3,41
6003,2,9,98.655,MAS,D,47
6004,1,1,16.271,FEM,C3,53
6005,3,3,119.565,FEM,C3,54
6006,9,2,17.88,FEM,E,51
6007,1,5,80.558,MAS,D,52
6008,1,9,73.123,FEM,D,49
6009,1,12,738.419,MAS,D,41
6010,1,8,106.987,FEM,C3,51
6011,3,2,5.032,FEM,D,48
6012,2,1,20.822,MAS,C3,48
6013,1,11,510.639,FEM,E,52
6014,2,6,81.95,MAS,E,50
6015,4,4,73.678,MAS,C2,37
6016,1,1,9.059,FEM,D,52
6017,7,1,18.877,MAS,C3,51
6018,2,4,67.126,MAS,E,42
6019,1,5,125.021,MAS,C2,43
6020,1,3,40.071,FEM,C3,43
6021,4,3,33.595,FEM,C2,53
6022,3,1,3.468,FEM,C3,56
6023,10,1,30.403,MAS,,44
6024,3,8,110.082,FEM,C3,51
6025,1,6,28.704,FEM,C3,50
6026,1,2,20.983,MAS,C3,52
6027,3,7,96.802,FEM,E,53
6028,9,1,1.029,FEM,D,51
6029,1,12,276.403,MAS,D,38
6030,1,11,458.534,MAS,ABC1,52
6031,1,12,443.765,MAS,C3,52
6032,2,1,4.614,MAS,C3,51
6033,1,5,50.81,FEM,C2,51
6034,9,1,3.672,FEM,E,52
6035,8,1,8.024,MAS,E,50
6036,11,1,34.763,MAS,D,52
6037,1,11,690.23,FEM,ABC1,51
6038,1,6,137.737,FEM,C3,48
6039,2,1,3.466,MAS,D,52
6040,3,1,9.748,MAS,C3,52
6041,4,5,75.355,MAS,E,52
6042,1,7,61.732,FEM,E,52
6043,1,8,305.966,FEM,D,51
6044,1,9,251.085,MAS,C3,52
6045,1,5,51.501,MAS,C3,49
6046,7,1,3.403,MAS,C3,47
6047,5,2,22.692,FEM,C3,47
6048,9,1,9.798,FEM,D,49
6049,4,7,106.128,FEM,ABC1,45
6050,1,11,228.197,FEM,C3,47
6051,2,3,27.876,MAS,C3,50
6052,1,5,139.782,FEM,ABC1,54
6053,3,6,36.679,FEM,E,54
6054,1,7,83.585,MAS,D,50
6055,1,12,240.429,FEM,D,50
6056,1,7,68.465,FEM,ABC1,47
6057,1,6,249.417,MAS,C3,49
6058,1,12,795.388,FEM,C3,41
6059,5,4,21.008,FEM,C3,41
6060,1,12,1602.733,FEM,C2,45
6061,1,7,107.935,FEM,C3,49
